Accuracy,Loneliness,AQ10_scored,PHQ9_total,GAD_total,SIAS_total,WHO_5_total,ASRS_total,MW_trait_total,MW_state_SART,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
1,0.05757151089449977,0.06622207499151728,-0.01706237818290451,-0.16416393650194433,-0.10173080495136477,0.05022399252110501,-0.0916864326307387,0.08835434618798255,0.07334685075612322,0.12047966632029303,-5.419096132075501e-4,0.11076038727345475,-0.049162899149330114,0.12806813879378873
0.05757151089449977,1,0.250490291366238,0.4999388592485464,0.41642682081664645,0.5994710969217615,-0.47784191830978184,0.398986212325234,0.32350271647877454,0.0516277381596619,-0.1765421985698101,-0.23605944857039496,-0.19982251056204883,0.30245882771862315,-0.02134065747751667
0.06622207499151728,0.250490291366238,1,0.14247837828930288,0.20078067598102797,0.293573659320103,-0.20987483086971379,0.189646802528506,0.23966793687651877,0.0020522873024205654,-0.22651648715466732,0.07521223481043933,0.021863495944995853,0.3062814912719187,0.05184729589170372
-0.01706237818290451,0.4999388592485464,0.14247837828930288,1,0.7359220423044271,0.5304301403435527,-0.6339124804415202,0.5888080811634326,0.44637607116393196,0.1645589506687325,0.04358723017596791,-0.1321443999773036,-0.39335234937200736,0.4137364672114143,0.059159905059043116
-0.16416393650194433,0.41642682081664645,0.20078067598102797,0.7359220423044271,1,0.5713733045925713,-0.47412047729146367,0.5096028569498731,0.49078740118935926,0.15394683460515488,-0.037459557858552144,-0.12581893778428643,-0.25060688089394806,0.5007534043116323,0.10049770778187685
-0.10173080495136477,0.5994710969217615,0.293573659320103,0.5304301403435527,0.5713733045925713,1,-0.37887428890688624,0.41604436060474376,0.451112833256961,0.11312583613937124,-0.39019504279173856,-0.03338011769483181,-0.17309796857453724,0.5332060083261062,3.662473334241311e-4
0.05022399252110501,-0.47784191830978184,-0.20987483086971379,-0.6339124804415202,-0.47412047729146367,-0.37887428890688624,1,-0.31522342303924006,-0.21607737439985983,0.01343788142716247,0.11424821204521655,0.22330816019033337,0.5401791645326436,-0.27370840446928135,-0.07721443565269741
-0.0916864326307387,0.398986212325234,0.189646802528506,0.5888080811634326,0.5096028569498731,0.41604436060474376,-0.31522342303924006,1,0.5385295415428101,0.17546481066083708,0.10580297334142724,-0.12217318242763565,-0.23030019630199075,0.2386269784960474,0.02055065349545235
0.08835434618798255,0.32350271647877454,0.23966793687651877,0.44637607116393196,0.49078740118935926,0.451112833256961,-0.21607737439985983,0.5385295415428101,1,0.23782077416465044,-0.1258277881894861,0.016858901084291014,-0.1976796616061945,0.36529929351906426,0.11798441787433567
0.07334685075612322,0.0516277381596619,0.0020522873024205654,0.1645589506687325,0.15394683460515488,0.11312583613937124,0.01343788142716247,0.17546481066083708,0.23782077416465044,1,0.08347116078865782,-0.048621620411509796,0.047855140885700864,0.08916964862193272,-0.13382176244040575
0.12047966632029303,-0.1765421985698101,-0.22651648715466732,0.04358723017596791,-0.037459557858552144,-0.39019504279173856,0.11424821204521655,0.10580297334142724,-0.1258277881894861,0.08347116078865782,1,-0.0459726960598804,-0.15200274348565862,-0.23615108718822223,0.13790296718580572
-5.419096132075501e-4,-0.23605944857039496,0.07521223481043933,-0.1321443999773036,-0.12581893778428643,-0.03338011769483181,0.22330816019033337,-0.12217318242763565,0.016858901084291014,-0.048621620411509796,-0.0459726960598804,1,0.2586646079812739,-0.03314707052425518,-0.06155883228979409
0.11076038727345475,-0.19982251056204883,0.021863495944995853,-0.39335234937200736,-0.25060688089394806,-0.17309796857453724,0.5401791645326436,-0.23030019630199075,-0.1976796616061945,0.047855140885700864,-0.15200274348565862,0.2586646079812739,1,-0.08368853218810969,0.11819895751516864
-0.049162899149330114,0.30245882771862315,0.3062814912719187,0.4137364672114143,0.5007534043116323,0.5332060083261062,-0.27370840446928135,0.2386269784960474,0.36529929351906426,0.08916964862193272,-0.23615108718822223,-0.03314707052425518,-0.08368853218810969,1,0.06888284646625352
0.12806813879378873,-0.02134065747751667,0.05184729589170372,0.059159905059043116,0.10049770778187685,3.662473334241311e-4,-0.07721443565269741,0.02055065349545235,0.11798441787433567,-0.13382176244040575,0.13790296718580572,-0.06155883228979409,0.11819895751516864,0.06888284646625352,1
